Batch,GA,ED
0001,0.7900,59.2300
0002,0.6400,47.4250
0003,0.6500,45.5500
0004,0.7100,46.0000
0005,0.7540,49.7600
0006,0.7883,52.5583
0007,0.8129,55.4143
0008,0.8337,56.4363
0009,0.8378,55.7122
0010,0.8460,56.7110
0011,0.8582,55.0564
0012,0.8633,54.3117
0013,0.8600,53.0438
0014,0.8607,52.2757
0015,0.8600,51.4127
0016,0.8438,52.4038
0017,0.8500,53.0994
0018,0.8444,53.4050
0019,0.8447,52.7600
0020,0.8420,52.3145
