Batch,GA,ED
0001,0.7100,32.6400
0002,0.6400,34.6700
0003,0.6433,33.9800
0004,0.5825,35.5200
0005,0.5560,35.5620
0006,0.5933,36.0717
0007,0.5557,36.3900
0008,0.5150,37.2512
0009,0.4900,37.6911
0010,0.4630,38.3900
0011,0.4336,39.0182
0012,0.4517,38.2375
0013,0.3977,37.3115
0014,0.3750,37.9379
0015,0.3520,38.6027
0016,0.3387,38.8131
0017,0.3318,38.9976
0018,0.3267,39.2056
0019,0.3332,39.3679
0020,0.3615,39.3125
