Batch,GA,ED
0001,1.0000,29.6800
0002,1.0000,28.7700
0003,1.0000,28.4667
0004,1.0000,27.8800
0005,1.0000,26.5060
0006,1.0000,25.7000
0007,1.0000,25.0186
0008,1.0000,24.6988
0009,1.0000,24.5333
0010,0.9910,24.7260
0011,0.9864,25.1591
0012,0.9850,25.4608
0013,0.9862,25.7292
0014,0.9871,25.9236
0015,0.9880,25.8667
0016,0.9888,25.5981
0017,0.9894,25.3988
0018,0.9900,25.2728
0019,0.9905,25.1874
0020,0.9910,25.0775
