Batch,GA,ED
0001,1.0000,44.5400
0002,1.0000,43.4500
0003,1.0000,43.4800
0004,1.0000,42.7900
0005,1.0000,42.5680
0006,0.9967,40.6483
0007,0.9871,39.8657
0008,0.9875,39.6900
0009,0.9889,39.7978
0010,0.9900,40.2560
0011,0.9909,40.5536
0012,0.9917,40.6283
0013,0.9838,40.7462
0014,0.9700,40.4429
0015,0.9620,40.4053
0016,0.9644,40.5869
0017,0.9665,40.7294
0018,0.9683,40.7600
0019,0.9700,40.7179
0020,0.9675,40.5155
