Batch,GA,ED
0001,1.0000,45.5200
0002,1.0000,45.5750
0003,1.0000,46.1800
0004,0.9425,45.9250
0005,0.9340,45.7520
0006,0.9450,45.0083
0007,0.9529,45.1329
0008,0.9587,45.3625
0009,0.9622,45.2733
0010,0.9660,45.3420
0011,0.9691,45.4955
0012,0.9717,45.5325
0013,0.9415,45.2262
0014,0.9064,44.6343
0015,0.8920,44.3260
0016,0.8742,44.3264
0017,0.8718,43.3260
0018,0.8683,44.6269
0019,0.8525,43.3970
0020,0.8548,42.4233
