Batch,GA,ED
0001,0.5300,34.7300
0002,0.5250,34.5000
0003,0.5067,34.0833
0004,0.0075,34.3950
0005,0.0080,34.4120
0006,0.0067,34.2867
0007,0.0057,34.1714
0008,0.0050,33.9250
0009,0.0044,33.9089
0010,0.0060,33.9680
0011,0.0064,33.9582
0012,0.0067,34.1508
0013,0.0062,34.4169
0014,0.0064,34.4293
0015,0.0060,34.3947
0016,0.0063,34.2313
0017,0.0076,34.1700
0018,0.0100,34.2100
0019,0.0100,33.9768
0020,0.0110,34.0650
