Batch,GA,ED
0001,1.0000,36.3900
0002,1.0000,34.0250
0003,1.0000,32.5033
0004,1.0000,32.2350
0005,1.0000,32.3420
0006,1.0000,32.3783
0007,1.0000,32.4286
0008,1.0000,32.4712
0009,1.0000,32.3411
0010,1.0000,32.4200
0011,1.0000,32.4491
0012,0.9892,32.1650
0013,0.9662,32.2415
0014,0.9543,32.6121
0015,0.9260,32.4387
0016,0.9187,32.7088
0017,0.9235,32.6206
0018,0.9278,32.6128
0019,0.9316,32.5379
0020,0.9350,32.5185
