Batch,GA,ED
0001,0.0100,39.4200
0002,0.0900,40.1900
0003,0.0700,38.3267
0004,0.1625,37.1625
0005,0.3260,39.6800
0006,0.4367,41.4383
0007,0.5157,42.6643
0008,0.5763,43.3837
0009,0.6233,43.8456
0010,0.6610,44.1140
0011,0.6918,44.4709
0012,0.7175,44.7192
0013,0.7392,44.8585
0014,0.7579,44.9057
0015,0.7740,45.0947
0016,0.7881,45.4400
0017,0.8006,45.7347
0018,0.8117,46.0661
0019,0.8216,46.3479
0020,0.7850,44.3550
