Batch,GA,ED
0001,0.8200,28.4500
0002,0.7700,31.0200
0003,0.8000,33.9367
0004,0.7800,35.7875
0005,0.8060,36.1960
0006,0.8117,35.4183
0007,0.8286,36.0971
0008,0.7963,35.3663
0009,0.7711,35.2056
0010,0.7690,34.9360
0011,0.7718,33.9036
0012,0.7792,33.7683
0013,0.7854,33.4192
0014,0.7786,33.8429
0015,0.7800,33.8073
0016,0.7762,34.8294
0017,0.7612,34.6400
0018,0.7672,34.7756
0019,0.7653,35.1705
0020,0.7690,35.4195
