Batch,GA,ED
0001,1.0000,15.5700
0002,1.0000,16.2200
0003,0.5067,15.9567
0004,0.0075,15.5350
0005,0.0120,15.5440
0006,0.0117,15.1467
0007,0.0100,15.1986
0008,0.0112,15.3575
0009,0.0144,15.3456
0010,0.0310,15.3070
0011,0.0300,15.5036
0012,0.0292,15.6350
0013,0.0269,15.5177
0014,0.0257,15.6250
0015,0.0340,15.7507
0016,0.0369,16.0294
0017,0.0365,16.1800
0018,0.0383,16.1733
0019,0.0505,16.5289
0020,0.0495,16.6170
