Batch,GA,ED
0001,0.6800,57.1200
0002,0.5900,40.9850
0003,0.5933,39.9133
0004,0.6200,40.5825
0005,0.6600,44.5780
0006,0.6833,47.5617
0007,0.6871,50.5300
0008,0.7037,51.7400
0009,0.7022,50.1978
0010,0.6950,50.6990
0011,0.6918,49.3582
0012,0.6883,48.3358
0013,0.6908,46.9977
0014,0.6929,46.4779
0015,0.6987,46.1160
0016,0.7069,46.9331
0017,0.7135,47.6159
0018,0.7111,47.6911
0019,0.7095,47.4479
0020,0.7110,46.6550
