Batch,GA,ED
0001,0.8300,42.2300
0002,0.8450,44.9400
0003,0.7833,47.0233
0004,0.7750,46.4150
0005,0.7860,46.0920
0006,0.7783,45.8433
0007,0.7429,46.3471
0008,0.7425,46.0288
0009,0.7444,46.3644
0010,0.7430,46.3770
0011,0.7527,46.3045
0012,0.7500,46.1325
0013,0.7346,45.4231
0014,0.7250,45.7450
0015,0.6833,45.4940
0016,0.6875,46.5538
0017,0.6912,46.8400
0018,0.6917,46.7867
0019,0.6900,47.2484
0020,0.6895,47.1750
