Batch,GA,ED
0001,0.7100,21.2500
0002,0.7200,22.5400
0003,0.7067,21.9867
0004,0.6800,20.8850
0005,0.5500,21.8880
0006,0.5617,22.2617
0007,0.5971,22.0686
0008,0.6225,22.0688
0009,0.5678,22.3878
0010,0.5010,22.6700
0011,0.5091,22.8291
0012,0.4908,22.7700
0013,0.5100,22.8454
0014,0.5079,23.0650
0015,0.5133,23.2140
0016,0.5062,23.2744
0017,0.5124,23.2800
0018,0.5078,23.3778
0019,0.5016,23.4363
0020,0.5105,23.4695
