Batch,GA,ED
0001,1.0000,21.1600
0002,1.0000,22.1000
0003,1.0000,22.2033
0004,1.0000,22.3475
0005,1.0000,22.5340
0006,1.0000,22.5017
0007,1.0000,22.5186
0008,1.0000,22.0900
0009,1.0000,22.2533
0010,1.0000,22.2060
0011,1.0000,22.1291
0012,1.0000,21.9600
0013,1.0000,21.9262
0014,1.0000,22.0021
0015,1.0000,22.0527
0016,1.0000,22.2138
0017,1.0000,22.4012
0018,0.8578,22.4844
0019,0.8574,22.4100
0020,0.8605,22.3540
