Batch,GA,ED
0001,0.7200,21.7300
0002,0.6750,25.4800
0003,0.6333,25.4533
0004,0.5875,24.8325
0005,0.5840,24.7640
0006,0.5767,24.8917
0007,0.5657,25.0971
0008,0.5563,25.0900
0009,0.5489,24.9511
0010,0.5450,25.0430
0011,0.5400,25.1527
0012,0.5342,24.9525
0013,0.5569,24.6323
0014,0.5514,24.3421
0015,0.5393,24.8067
0016,0.5319,25.0744
0017,0.5288,25.1253
0018,0.5278,25.0733
0019,0.5242,25.1279
0020,0.5210,25.1160
