Batch,GA,ED
0001,1.0000,15.7700
0002,1.0000,17.1050
0003,0.7233,17.0833
0004,0.7650,17.2025
0005,0.7980,16.7880
0006,0.8317,16.7933
0007,0.8557,16.3671
0008,0.8738,16.0963
0009,0.8867,15.9700
0010,0.8980,15.7700
0011,0.9073,15.8855
0012,0.9150,15.9825
0013,0.8992,17.8731
0014,0.8679,18.1093
0015,0.8573,20.4260
0016,0.8156,20.2475
0017,0.7876,20.0412
0018,0.7739,20.1700
0019,0.7842,23.5232
0020,0.7875,25.2270
