Batch,GA,ED
0001,0.0000,10.5300
0002,0.0850,11.8850
0003,0.0667,14.4300
0004,0.1325,15.5275
0005,0.3020,14.7860
0006,0.4167,14.1383
0007,0.4986,13.7500
0008,0.5613,13.1925
0009,0.6100,12.7933
0010,0.6490,12.4300
0011,0.6809,12.1773
0012,0.7075,11.9975
0013,0.7300,11.7915
0014,0.7493,11.6100
0015,0.7507,11.6933
0016,0.7662,12.1937
0017,0.7800,12.4853
0018,0.7922,12.9050
0019,0.8032,13.1205
0020,0.7675,13.5945
