Batch,GA,ED
0001,0.7900,18.2200
0002,0.7550,18.8650
0003,0.7600,18.4133
0004,0.7550,18.7225
0005,0.7520,18.8100
0006,0.7467,18.7217
0007,0.7429,18.5586
0008,0.7412,18.4975
0009,0.7444,18.8144
0010,0.7440,18.9820
0011,0.7445,19.3282
0012,0.7458,19.3617
0013,0.7438,19.5646
0014,0.7457,19.6771
0015,0.7473,19.5607
0016,0.7506,19.4481
0017,0.7529,19.4112
0018,0.7556,19.3600
0019,0.7589,19.3726
0020,0.7610,19.3320
