Batch,GA,ED
0001,0.4300,22.3200
0002,0.3050,21.7900
0003,0.2767,21.3400
0004,0.2825,21.3800
0005,0.2740,21.3840
0006,0.2800,21.4600
0007,0.2743,21.4257
0008,0.2762,21.3675
0009,0.2767,21.4722
0010,0.2750,21.5240
0011,0.2691,21.4718
0012,0.2708,21.4183
0013,0.2592,21.3969
0014,0.2600,21.5321
0015,0.2580,21.4860
0016,0.2600,21.5781
0017,0.2582,21.6447
0018,0.2578,21.6867
0019,0.2579,21.7005
0020,0.2575,21.5940
