Batch,GA,ED
0001,0.1700,40.9400
0002,0.1800,41.0450
0003,0.1733,40.8233
0004,0.1825,40.6925
0005,0.1800,40.6680
0006,0.1850,40.7667
0007,0.1714,40.5157
0008,0.1700,40.5650
0009,0.1689,40.5400
0010,0.1680,40.5680
0011,0.1627,40.4082
0012,0.1642,40.4667
0013,0.1538,40.4785
0014,0.1536,40.5514
0015,0.1520,40.5133
0016,0.1544,40.5344
0017,0.1535,40.4912
0018,0.1528,40.4594
0019,0.1532,40.4468
0020,0.1535,40.4315
