Batch,GA,ED
0001,0.6500,39.9900
0002,0.5650,46.1750
0003,0.6933,47.8300
0004,0.7525,47.7975
0005,0.8020,47.7180
0006,0.7800,47.4750
0007,0.7714,47.2943
0008,0.7950,45.2075
0009,0.7711,45.8333
0010,0.7440,46.8570
0011,0.6827,48.6736
0012,0.6725,49.7692
0013,0.6654,50.5915
0014,0.6586,51.3243
0015,0.6527,51.9593
0016,0.6475,52.5513
0017,0.6429,53.0394
0018,0.6394,53.4672
0019,0.6353,53.9068
0020,0.6325,54.2345
