Batch,GA,ED
0001,0.9600,35.8400
0002,0.9100,40.5600
0003,0.9033,41.0500
0004,0.9075,41.1100
0005,0.9120,40.7320
0006,0.9150,40.5983
0007,0.9157,40.6300
0008,0.9175,40.5812
0009,0.9167,40.6078
0010,0.9160,40.5770
0011,0.9173,40.5836
0012,0.9017,40.4283
0013,0.8623,39.7485
0014,0.8314,39.2314
0015,0.8087,39.6387
0016,0.8106,39.8381
0017,0.8165,39.9147
0018,0.8228,39.9044
0019,0.8263,40.0116
0020,0.8305,40.0850
