Batch,GA,ED
0001,0.5800,41.4900
0002,0.6600,39.5350
0003,0.6967,38.2833
0004,0.7075,38.0125
0005,0.7140,37.9460
0006,0.7200,37.8150
0007,0.7286,37.4829
0008,0.7300,37.4775
0009,0.7333,37.4489
0010,0.7490,36.9150
0011,0.7573,36.6327
0012,0.7475,36.6983
0013,0.7369,36.8508
0014,0.7293,36.9221
0015,0.7307,36.8873
0016,0.7350,36.7806
0017,0.7382,36.6576
0018,0.7417,36.5544
0019,0.7437,36.5026
0020,0.7465,36.4175
