Batch,GA,ED
0001,0.9700,23.2000
0002,0.9750,22.0500
0003,0.4000,25.5667
0004,0.4775,26.2825
0005,0.5460,25.9080
0006,0.6200,25.8033
0007,0.6729,24.9429
0008,0.7137,24.1388
0009,0.7456,23.9289
0010,0.7660,23.4670
0011,0.7445,23.7273
0012,0.7308,23.9400
0013,0.7308,26.9708
0014,0.7421,27.3014
0015,0.7400,30.8440
0016,0.7444,30.6050
0017,0.7400,30.0700
0018,0.7150,30.7261
0019,0.7279,35.9226
0020,0.7090,38.5905
