Batch,GA,ED
0001,1.0000,39.9400
0002,1.0000,41.0350
0003,0.9133,41.6433
0004,0.7825,40.4350
0005,0.7760,38.7500
0006,0.8133,39.2600
0007,0.8186,39.5914
0008,0.8300,39.8312
0009,0.8067,39.1956
0010,0.7430,39.5190
0011,0.7645,39.6345
0012,0.7450,39.4742
0013,0.7623,39.8200
0014,0.7614,39.9750
0015,0.6207,40.0407
0016,0.6238,40.0681
0017,0.6353,40.1312
0018,0.6389,40.0567
0019,0.6395,40.0942
0020,0.6465,40.1865
