Batch,GA,ED
0001,1.0000,33.6700
0002,1.0000,33.5400
0003,1.0000,33.4433
0004,1.0000,33.7275
0005,1.0000,34.0940
0006,1.0000,34.3000
0007,1.0000,34.1800
0008,0.7300,34.2775
0009,0.7278,34.1467
0010,0.7280,34.1550
0011,0.7282,34.0882
0012,0.7300,34.1467
0013,0.7277,34.1062
0014,0.7286,34.0671
0015,0.7273,34.0867
0016,0.7262,34.0050
0017,0.7276,34.0635
0018,0.7283,34.1011
0019,0.7268,34.0768
0020,0.7245,34.0270
