Batch,GA,ED
0001,1.0000,33.1100
0002,1.0000,33.1750
0003,0.5000,33.6867
0004,0.4825,33.4125
0005,0.4800,33.5900
0006,0.4867,33.6483
0007,0.4943,33.7014
0008,0.5138,33.9650
0009,0.5167,34.0511
0010,0.5210,34.4900
0011,0.5218,34.5100
0012,0.0283,34.4075
0013,0.0262,34.2777
0014,0.0243,34.2600
0015,0.0327,34.4367
0016,0.0356,34.6181
0017,0.0353,34.6806
0018,0.0256,34.8022
0019,0.0253,35.2847
0020,0.0255,35.2655
