Batch,GA,ED
0001,0.9300,55.8000
0002,0.6850,55.8700
0003,0.6833,55.9200
0004,0.5825,57.0575
0005,0.4660,58.8760
0006,0.3883,60.1150
0007,0.3329,60.9271
0008,0.2913,61.6238
0009,0.2589,62.1267
0010,0.2620,61.6880
0011,0.3027,61.0491
0012,0.3333,60.5692
0013,0.3592,60.2131
0014,0.3821,59.9136
0015,0.3673,60.0673
0016,0.3444,60.4694
0017,0.3241,60.7924
0018,0.3061,61.0706
0019,0.2900,61.3563
0020,0.2755,61.5960
