Batch,GA,ED
0001,0.5800,65.9400
0002,0.4050,72.0750
0003,0.4067,72.0667
0004,0.3775,71.1550
0005,0.3880,69.8900
0006,0.3917,68.8883
0007,0.3900,69.0529
0008,0.3675,68.8375
0009,0.3567,69.2144
0010,0.3570,69.4470
0011,0.3745,69.7009
0012,0.3808,69.5350
0013,0.3846,68.6700
0014,0.3786,69.1500
0015,0.3620,68.6420
0016,0.3506,69.9231
0017,0.3388,70.2176
0018,0.3028,69.8978
0019,0.3058,70.5468
0020,0.2965,70.4630
