Batch,GA,ED
0001,0.5900,80.6400
0002,0.6150,64.8900
0003,0.5567,64.7900
0004,0.5475,64.7250
0005,0.5600,68.3100
0006,0.5817,71.0150
0007,0.5900,74.0257
0008,0.5975,75.1762
0009,0.5722,73.6800
0010,0.5490,74.5930
0011,0.5418,73.3455
0012,0.5342,72.4758
0013,0.5315,71.0477
0014,0.5321,70.7514
0015,0.5333,70.1853
0016,0.5431,70.8950
0017,0.5500,71.4471
0018,0.5500,71.2456
0019,0.5500,71.1211
0020,0.5360,70.4190
