Batch,GA,ED
0001,0.6200,55.6200
0002,0.5450,54.1800
0003,0.4967,52.0733
0004,0.5000,52.4425
0005,0.5040,53.0280
0006,0.5383,54.4583
0007,0.5686,55.7143
0008,0.5563,55.4025
0009,0.5433,55.1056
0010,0.4360,54.7820
0011,0.4255,54.7845
0012,0.4183,54.8025
0013,0.4115,55.1346
0014,0.4057,55.4243
0015,0.4013,55.7087
0016,0.3969,55.9219
0017,0.3929,56.0659
0018,0.3900,56.2672
0019,0.3905,56.3937
0020,0.3920,56.4880
